Name,ADDRESS,Phone,MEDICARE PROVIDER ID,NATIONAL PROVIDER ID (NPI),WEBSITE,PROVIDER TYPE,OWNERSHIP,BEDS,HEALTH SYSTEM AFFILIATION
Ascension St. John Hospital,"22101 Moross Road, Detroit, MI, 48236",(313) 343-4000,230165,1023088168,https://healthcare.ascension.org/Locations/Michigan/MIDET/Detroit-Ascension-St-John-Hospital,Acute Care Hospitals,Voluntary non-profit - Church,625,/health_systems/ascension-health/
Ascension St. John Nowat,"237 South Locust Street, Nowata, OK, 74048",(918) 273-3102,371305,,https://healthcare.ascension.org/Locations/Oklahoma/OKTUL/Nowata-Ascension-St-John-Nowata,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/ascension-health/
Ascension St. Mary's Hospital,"2251 North Shore Drive, Rhinelander, WI, 54501",(715) 361-2000,520019,1356391247,https://healthcare.ascension.org/Locations/Wisconsin/WIAPM/Rhinelander-Saint-Marys-Hospital,Acute Care Hospitals,Voluntary non-profit - Private,99,/health_systems/ascension-health/
Ascension St. Mary's Hospital,"800 South Washington Avenue, Saginaw, MI, 48601",(989) 776-8000,230077,1871507509,https://healthcare.ascension.org/Locations/Michigan/MISAG/Saginaw-Ascension-St-Marys-Hospital,Acute Care Hospitals,Voluntary non-profit - Church,268,/health_systems/ascension-health/
Ascension St. Michael's Hospital,"900 Illinois Avenue, Stevens Point, WI, 54481",(715) 346-5000,520002,1538112230,https://healthcare.ascension.org/Locations/Wisconsin/WIAPM/Stevens-Point-Saint-Michaels-Hospital,Acute Care Hospitals,Voluntary non-profit - Church,181,/health_systems/ascension-health/
Ascension St. Vincent Clay,"1206 East National Avenue, Brazil, IN, 47834",(812) 442-2500,151309,,https://www.stvincent.org/locations/hospitals/clay,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/ascension-health/
Ascension St. Vincent Hospital - Indianapolis,"2001 West 86th Street, Indianapolis, IN, 46260",(317) 338-7000,150084,1306898960,https://healthcare.ascension.org/Locations/Indiana/INEVA/Indianapolis-Ascension-St-Vincent-Hospital-Indianapolis,Acute Care Hospitals,Voluntary non-profit - Church,779,/health_systems/ascension-health/
Ascension St. Vincent Jennings,"301 Henry Street, North Vernon, IN, 47265",(812) 352-4200,151303,,https://www.stvincent.org/locations/hospitals/jennings,Critical Access Hospitals,Voluntary non-profit - Church,19,/health_systems/ascension-health/
Ascension St. Vincent Randolph,"473 Greenville Avenue, Winchester, IN, 47394",(765) 584-0004,151301,,https://healthcare.ascension.org/Locations/Indiana/INEVA/Winchester-Ascension-St-Vincent-Randolph,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/ascension-health/
Ascension St. Vincent Salem,"911 North Shelby Street, Salem, IN, 47167",(812) 883-5881,151314,,https://www.stvincent.org/locations/hospitals/salem,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/ascension-health/
Ascension St. Vincent - Seton,"8050 Township Line Road, Indianapolis, IN, 46260",3174158500,152020,,https://healthcare.ascension.org/Locations/Indiana/INEVA/Indianapolis-Ascension-St-Vincent-Seton,,,74,/health_systems/ascension-health/
Ascension St. Vincent Williamsport,"412 North Monroe Street, Williamsport, IN, 47993",(765) 762-4000,151307,,https://healthcare.ascension.org/Locations/Indiana/INEVA/Williamsport-Ascension-St-Vincent-Williamsport,Critical Access Hospitals,Voluntary non-profit - Church,16,/health_systems/ascension-health/
Ascension Via Christi Hospital in Manhattan,"1823 College Avenue, Manhattan, KS, 66502",(785) 776-2831,170142,1760482517,https://healthcare.ascension.org/Locations/Kansas/KSWIC/Manhattan-Ascension-Via-Christi-Hospital-in-Manhattan,Acute Care Hospitals,Voluntary non-profit - Church,150,/health_systems/ascension-health/
Ascension Via Christi Hospital in Pittsburg,"1 Mt. Carmel Way, Pittsburg, KS, 66762",(620) 231-6100,170006,1831125087,https://healthcare.ascension.org/Locations/Kansas/KSWIC/Pittsburg-Ascension-Via-Christi-Hospital-in-Pittsburg,Acute Care Hospitals,Voluntary non-profit - Private,168,/health_systems/ascension-health/
Ascension Via Christi St. Teresa,"14800 West St. Teresa, Wichita, KS, 67235",(316) 796-7800,170200,1023334950,https://healthcare.ascension.org/Locations/Kansas/KSWIC/Wichita-Ascension-Via-Christi-St-Teresa,Acute Care Hospitals,Voluntary non-profit - Church,68,/health_systems/ascension-health/
Ashland Community Hospital,"280 Maple Street, Ashland, OR, 97520",(541) 201-4017,380005,1730628827,https://www.asante.org/Locations/location-detail/asante-ashland-community-hospital/,Acute Care Hospitals,Government - Local,49,/health_systems/asante-health-system/
Ashley County Medical Center,"1015 Unity Road, Crossett, AR, 71635",(870) 364-4111,41323,,https://www.acmconline.org/,Critical Access Hospitals,Voluntary non-profit - Private,33,
Ashley Medical Center,"612 North Center Avenue, Ashley, ND, 58413",(701) 288-3433,351322,,http://www.amctoday.org/,Critical Access Hospitals,Voluntary non-profit - Private,20,
Ashtabula County Medical Center,"2420 Lake Avenue, Ashtabula, OH, 44004",(440) 997-2262,360125,1285607416,https://www.acmchealth.org/,Acute Care Hospitals,Voluntary non-profit - Private,249,/health_systems/the-cleveland-clinic-health-system/
Aspirus Iron River Hospital,"1400 West Ice Lake Road, Iron River, MI, 49935",(906) 265-6121,231318,,https://www.aspirus.org/find-a-location/aspirus-iron-river-hospital-9,Critical Access Hospitals,Voluntary non-profit - Other,25,/health_systems/aspirus/
Aspirus Ironwood Hospital,"N10561 Grand View Lane, Ironwood, MI, 49938",(906) 932-2525,231333,,https://www.aspirus.org/find-a-location/aspirus-ironwood-hospital-28,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/aspirus/
Aspirus Keweenaw Hospital,"205 Osceola Street, Laurium, MI, 49913",(906) 337-6500,231319,,https://www.aspirus.org/find-a-location/aspirus-keweenaw-hospital-26,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/aspirus/
Aspirus Langlade Hospital,"112 East Fifth Avenue, Antigo, WI, 54409",(715) 623-2331,521350,,https://www.aspirus.org/find-a-location/aspirus-langlade-hospital-283,Critical Access Hospitals,Voluntary non-profit - Church,25,/health_systems/aspirus/
Aspirus Medford Hospital And Clinics,"135 South Gibson Street, Medford, WI, 54451",(715) 748-8100,521324,,https://www.aspirus.org/find-a-location/aspirus-medford-hospital-25,Critical Access Hospitals,Voluntary non-profit - Private,15,/health_systems/aspirus/
Aspirus Ontonagon Hospital,"601 South Seventh Street, Ontonagon, MI, 49953",(906) 884-8000,231309,,https://www.aspirus.org/find-a-location/aspirus-ontonagon-hospital-438,Critical Access Hospitals,Government - Local,25,/health_systems/aspirus/
Aspirus Riverview Hospital & Clinics,"410 Dewey Street, Wisconsin Rapids, WI, 54494",(715) 423-6060,520033,1295754844,https://www.aspirus.org/find-a-location/aspirus-riverview-clinic-wisconsin-rapids-51,Acute Care Hospitals,Voluntary non-profit - Private,99,/health_systems/aspirus/
Aspirus Wausau Hospital,"333 Pine Ridge Boulevard, Wausau, WI, 54401",(715) 847-2121,520030,1558363986,https://www.aspirus.org/,Acute Care Hospitals,Proprietary,321,/health_systems/aspirus/
Athens Regional Medical Center,"1114 West Madison Avenue, Athens, TN, 37303",(423) 745-1411,440068,1669567319,https://www.starrregional.com/,Acute Care Hospitals,Proprietary,118,/health_systems/lifepoint-health/
Athol Hospital,"2033 Main Street, Athol, MA, 01331",(978) 249-3511,221303,,https://www.atholhospital.org/,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/heywood-healthcare/
Atlanta Medical Center,"303 Parkway Drive Ne, Atlanta, GA, 30312",(404) 265-4000,110115,1598795585,https://www.wellstar.org/locations/pages/wellstar-atlanta-medical-center.aspx,Acute Care Hospitals,Proprietary,762,/health_systems/wellstar-health-system/
Atrium Health Anson,"2301 Us Highway 74 W, Wadesboro, NC, 28170",(704) 694-5131,340084,1659856060,https://atriumhealth.org/locations/detail/atrium-health-anson?utm_campaign=Homepage&utm_source=GMB&utm_medium=organic,Acute Care Hospitals,Government - Hospital District or Authority,15,/health_systems/atrium-health/
Atrium Health Cabarrus,"920 Church Street North, Concord, NC, 28025",(704) 783-3000,340001,1487866315,https://atriumhealth.org/locations/carolinas-healthcare-system-northeast,Acute Care Hospitals,Government - Hospital District or Authority,457,/health_systems/atrium-health/
Atrium Health Cleveland,"201 East Grover Street, Shelby, NC, 28150",(704) 487-3000,340021,1326442336,https://atriumhealth.org/locations/atrium-health-cleveland,Acute Care Hospitals,Government - Hospital District or Authority,241,/health_systems/atrium-health/
Atrium Health Lincoln,"433 Mcalister Road, Lincolnton, NC, 28092",(980) 212-2000,340145,1326088139,https://atriumhealth.org/locations/detail/atrium-health-lincoln?utm_campaign=Homepage&utm_source=GMB&utm_medium=organic,Acute Care Hospitals,Government - Hospital District or Authority,110,/health_systems/atrium-health/
Atrium Health Pineville,"10628 Park Road, Charlotte, NC, 28210",(704) 379-5000,340098,1417432840,https://atriumhealth.org/locations/detail/atrium-health-pineville,Acute Care Hospitals,Government - Hospital District or Authority,344,/health_systems/atrium-health/
Atrium Health Stanly,"301 Yadkin Street, Albemarle, NC, 28001",(704) 984-4000,340119,1073988994,https://atriumhealth.org/locations/detail/atrium-health-stanly?utm_campaign=Homepage&utm_source=GMB&utm_medium=organic,Acute Care Hospitals,Voluntary non-profit - Private,109,/health_systems/atrium-health/
Atrium Health Union,"600 Hospital Drive, Monroe, NC, 28112",(704) 283-3100,340130,1396790325,https://atriumhealth.org/locations/detail/atrium-health-union?utm_campaign=Homepage&utm_source=GMB&utm_medium=organic,Acute Care Hospitals,Government - Hospital District or Authority,157,/health_systems/atrium-health/
Atrium Health University City,"8800 North Tryon Street, Charlotte, NC, 28262",(704) 548-6000,340166,1346297892,https://atriumhealth.org/locations/detail/atrium-health-university-city?utm_campaign=Homepage&utm_source=GMB&utm_medium=organic,Acute Care Hospitals,Government - Hospital District or Authority,130,/health_systems/atrium-health/
Augusta University Medical Center,"1120 15th Street, Augusta, GA, 30912",(706) 721-6569,110034,1437135902,https://www.augustahealth.org/,Acute Care Hospitals,Voluntary non-profit - Other,632,/health_systems/augusta-university-medical-center/
Aurelia Osborn Fox Memorial Hospital,"1 Norton Avenue, Oneonta, NY, 13820",(607) 432-2000,330085,1578529954,https://health.usnews.com/best-hospitals/area/ny/aurelia-osborn-fox-memorial-hospital-6213830,Acute Care Hospitals,Voluntary non-profit - Private,60,/health_systems/bassett-healthcare-network/
Aurora Baycare Medical Center,"2845 Greenbrier Road, Green Bay, WI, 54311",(920) 288-8000,520193,1255387726,https://www.aurorabaycare.com/,Acute Care Hospitals,Proprietary,132,/health_systems/advocate-aurora-health/
Aurora Lakeland Medical Center,"W3985 County Road Nn, Elkhorn, WI, 53121",(262) 741-2000,520102,1972628006,https://www.aurorahealthcare.org/locations/hospital/aurora-lakeland-medical-center,Acute Care Hospitals,Voluntary non-profit - Private,99,/health_systems/advocate-aurora-health/
Aurora Medical Center Burlington,"252 Mchenry Street, Burlington, WI, 53105",(262) 767-6545,520059,1861557753,https://www.aurorahealthcare.org/locations/hospital/aurora-medical-center-burlington-252-mchenry-st,Acute Care Hospitals,Voluntary non-profit - Private,123,/health_systems/advocate-aurora-health/
Aurora Medical Center Grafton,"975 Port Washington Road, Grafton, WI, 53024",(262) 329-1000,520207,1265740195,https://www.aurorahealthcare.org/locations/hospital/aurora-medical-center-in-grafton,Acute Care Hospitals,Voluntary non-profit - Private,62,/health_systems/advocate-aurora-health/
Aurora Medical Center Kenosha,"10400 75th Street, Kenosha, WI, 53142",(262) 948-5600,520189,1225156888,https://www.aurorahealthcare.org/locations/hospital/aurora-medical-center-in-kenosha,Acute Care Hospitals,Voluntary non-profit - Private,74,/health_systems/advocate-aurora-health/
Aurora Medical Center Manitowoc County,"5000 Memorial Drive, Two Rivers, WI, 54241",(920) 794-5000,520034,1477508687,https://www.aurorahealthcare.org/locations/hospital/aurora-medical-center-in-manitowoc-county,Acute Care Hospitals,Voluntary non-profit - Private,69,/health_systems/advocate-aurora-health/
Aurora Medical Center Oshkosh,"855 North Westhaven Drive, Oshkosh, WI, 54904",(920) 456-6000,520198,1275578064,https://www.aurorahealthcare.org/locations/hospital/aurora-medical-center-in-oshkosh,Acute Care Hospitals,Voluntary non-profit - Private,84,/health_systems/advocate-aurora-health/
Aurora Medical Center Summit,"36500 Aurora Drive, Summit, WI, 53066",(262) 434-1000,520206,1699008029,https://www.aurorahealthcare.org/locations/hospital/aurora-medical-center-in-summit,Acute Care Hospitals,Voluntary non-profit - Private,66,/health_systems/advocate-aurora-health/
Aurora Medical Center Washington County,"1032 East Sumner Street, Hartford, WI, 53027",(262) 673-2300,520038,1760420103,https://www.aurorahealthcare.org/locations/hospital/aurora-medical-center-in-washington-county,Acute Care Hospitals,Voluntary non-profit - Private,71,/health_systems/advocate-aurora-health/
Aurora Psychiatric Hospital,"1220 Dewey Avenue, Wauwatosa, WI, 53213",(414) 454-6600,524000,,https://www.aurorahealthcare.org/locations/hospital/aurora-psychiatric-hospital,Psychiatric,Voluntary non-profit - Private,105,/health_systems/advocate-aurora-health/
Aurora Sheboygan Memorial Medical Center,"2629 North Seventh Street, Sheboygan, WI, 53083",(920) 451-5000,520035,1922053107,https://www.aurorahealthcare.org/locations/hospital/aurora-sheboygan-memorial-medical-center,Acute Care Hospitals,Voluntary non-profit - Private,185,/health_systems/advocate-aurora-health/
"Aurora Sinai Medical Center of Aurora Health Care Metro, Inc.","945 North 12th Street, Milwaukee, WI, 53233",4142192000,520064,,https://www.aurorahealthcare.org/locations/hospital/aurora-sinai-medical-center,,,386,/health_systems/advocate-aurora-health/
"Aurora St. Luke's Medical Center of Aurora Health Care Metro, Inc.","2900 West Oklahoma Avenue, Milwaukee, WI, 53215",(414) 649-6000,520138,1861447179,https://www.aurorahealthcare.org/locations/hospital/aurora-st-lukes-medical-center,Acute Care Hospitals,Voluntary non-profit - Private,1213,/health_systems/advocate-aurora-health/
Austin Lakes Hospital,"1025 East 32nd Street, Austin, TX, 78705",(512) 544-5253,454069,,https://austinlakeshospital.com/,Psychiatric,Proprietary,58,/health_systems/universal-health-services/
Austin Oaks Hospital,"1407 West Stassney Lane, Austin, TX, 78745",(512) 383-8939,454121,,https://austinoakshospital.com/,Psychiatric,Proprietary,80,/health_systems/universal-health-services/
Aventura Hospital and Medical Center,"20900 Biscayne Boulevard, Aventura, FL, 33180",(305) 682-7000,100131,1407801673,https://aventurahospital.com/,Acute Care Hospitals,Voluntary non-profit - Private,407,/health_systems/hca-healthcare/
Avera Creighton Hospital,"1503 Main Street, Creighton, NE, 68729",(402) 358-5700,281331,,https://www.avera.org/locations/profile/avera-creighton-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,23,/health_systems/avera-health/
Avera Dells Area Hospital,"909 North Iowa Avenue, Dell Rapids, SD, 57022",(605) 428-5431,431331,,https://www.avera.org/locations/profile/avera-dells-area-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,23,/health_systems/avera-health/
Avera De Smet Memorial Hospital,"306 Prairie Avenue Sw, De Smet, SD, 57231",(605) 854-3329,431332,,https://www.avera.org/locations/profile/avera-de-smet-memorial-hospital/?y_source=1_MTIyMTIzNDktNzE1LWxvY2F0aW9uLndlYnNpdGU=,Critical Access Hospitals,Voluntary non-profit - Private,6,/health_systems/avera-health/
Avera Flandreau Hospital,"214 North Prairie Street, Flandreau, SD, 57028",(605) 997-2433,431310,,https://www.avera.org/locations/profile/avera-flandreau-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,18,/health_systems/avera-health/
Avera Gettysburg Hospital,"606 East Garfield Avenue, Gettysburg, SD, 57442",(605) 765-2480,431302,,https://www.avera.org/locations/profile/avera-gettysburg-hospital/,Critical Access Hospitals,Voluntary non-profit - Church,10,/health_systems/avera-health/
Avera Granite Falls Health Center,"345 Tenth Avenue, Granite Falls, MN, 56241",(320) 564-3111,241343,,https://www.avera.org/locations/avera-granite-falls-health-center/,Critical Access Hospitals,Government - Local,30,
