hospitalname,category,serviceCode,serviceName,servicePrice,state
AdventHealth Hendersonville,Ultrasound,HCPCS 76830,"Ultrasound, transvaginal",$378.79,NC
AdventHealth Hendersonville,Ultrasound,HCPCS 76881,Ultrasound Veins of Both Arms or Legs,$428.30,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 52204,Biopsy of the bladder using an endoscope,"$1,415.73",NC
AdventHealth Hendersonville,Abdomenal,HCPCS 47562,Cholecystectomy,$711.00,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 47563,Cholecystectomy with cholangiography,$774.00,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 52353,Crushing of stone in urinary duct (ureter) using an endoscope,$411.00,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 52356,Crushing of stone in urinary duct (ureter) with stent using an endoscope,$435.00,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 52000,Diagnostic examination of the bladder and bladder canal (urethra) using an endoscope,$286.33,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 49505,Inguinal hernia repair (age over 5),$560.00,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 51702,Insertion of Indwelling Bladder Catheter,$162.19,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 51701,Insertion of temporary bladder catheter,$94.40,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 52648,Laser vaporization of prostate using an endoscope,"$1,673.00",NC
AdventHealth Hendersonville,Abdomenal,HCPCS 44970,Removal of appendix using an endoscope (Outpatient),$647.00,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 52601,Removal of prostate through bladder canal (urethra) using an endoscope,$762.00,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 49650,Repair of groin hernia using an endoscope,$461.00,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 49654,Repair of incisional hernia using an endoscope,$914.00,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 49653,Repair of trapped hernia using an endoscope,"$1,004.00",NC
AdventHealth Hendersonville,Abdomenal,HCPCS 50590,Shock wave crushing of kidney stones,"$6,390.37",NC
AdventHealth Hendersonville,Abdomenal,HCPCS 49507,Trapped inguinal hernia repair (age over 5),$631.00,NC
AdventHealth Hendersonville,Abdomenal,HCPCS 49585,Umbilical hernia repair (age over 5),$477.00,NC
AdventHealth Hendersonville,Breast,HCPCS 19101,Biopsy of breast,$345.00,NC
AdventHealth Hendersonville,Breast,HCPCS 19325,Breast enlargement using prosthetic implant,$675.00,NC
AdventHealth Hendersonville,Breast,HCPCS 19125,Excision of breast lesion,$584.00,NC
AdventHealth Hendersonville,Breast,HCPCS 19120,Excision of cyst of breast,"$1,946.63",NC
AdventHealth Hendersonville,Breast,HCPCS 19301,Partial removal of breast,$705.00,NC
AdventHealth Hendersonville,Breast,HCPCS 19318,Reduction mammaplasty,"$1,153.00",NC
AdventHealth Hendersonville,Breast,HCPCS 19307,Removal of breast and underarm lymph nodes,"$1,291.00",NC
AdventHealth Hendersonville,Breast,HCPCS 19303,Total removal of breast,"$1,030.00",NC
AdventHealth Hendersonville,Cardiac,HCPCS 33249,Defibrillator complete system,$984.00,NC
AdventHealth Hendersonville,Cardiac,HCPCS 33240,Defibrillator generator,$391.00,NC
AdventHealth Hendersonville,Cardiac,HCPCS 93452,Diagnostic heart catheterization,$905.00,NC
AdventHealth Hendersonville,Cardiac,HCPCS 93451,Diagnostic heart catheterization (right side),$829.00,NC
AdventHealth Hendersonville,Cardiac,HCPCS 93320,"Doppler ultrasound of heart blood flow, valves, and chambers",$283.63,NC
AdventHealth Hendersonville,Cardiac,HCPCS 33228,Replacement of dual lead permanent pacemaker pulse generator,$379.00,NC
AdventHealth Hendersonville,Digestive,HCPCS 45378,"Colonoscopy, diagnostic",$333.00,NC
AdventHealth Hendersonville,Digestive,HCPCS 45380,"Colonoscopy, with biopsy",$426.00,NC
AdventHealth Hendersonville,Digestive,HCPCS 45384,"Colonoscopy, with tumor removal",$477.00,NC
AdventHealth Hendersonville,Digestive,HCPCS 45385,"Colonoscopy, with tumor removal (SNARE)",$448.00,NC
AdventHealth Hendersonville,Digestive,HCPCS 43235,EGD,$280.00,NC
AdventHealth Hendersonville,Digestive,HCPCS 43239,EGD and biopsy,$371.00,NC
AdventHealth Hendersonville,Digestive,HCPCS 43775,Gastric Sleeve (Outpatient),"$1,220.00",NC
AdventHealth Hendersonville,Digestive,HCPCS 46255,Removal of internal and external hemorrhoids,$531.00,NC
AdventHealth Hendersonville,Digestive,HCPCS 46260,Removal of multiple internal and external hemorrhoid groups,$504.00,NC
AdventHealth Hendersonville,Digestive,HCPCS 45391,Ultrasound of lower large bowel using an endoscope,$269.00,NC
AdventHealth Hendersonville,Foot,HCPCS 28296,Bunionectomy or repair of toe deformities,$918.00,NC
AdventHealth Hendersonville,General,HCPCS 55700,Biopsy of prostate gland,$589.20,NC
AdventHealth Hendersonville,General,HCPCS 10060,Drainage of Abscess,$220.16,NC
AdventHealth Hendersonville,General,HCPCS 10120,"Incision and removal of foreign body, subcutaneous tissues; simple",$512.61,NC
AdventHealth Hendersonville,General,HCPCS 55866,Prostatectomy,"$1,512.00",NC
AdventHealth Hendersonville,General,HCPCS 69200,Removal of foreign body from ear canal,$193.06,NC
AdventHealth Hendersonville,General,HCPCS 60240,Removal of thyroid,$975.00,NC
AdventHealth Hendersonville,General,HCPCS 12002,Repair of Wound (2.6 to 7.5 centimeters),$233.59,NC
AdventHealth Hendersonville,General,HCPCS 12005,Repair of Wound (7.6 to 12.5 cm),$176.00,NC
AdventHealth Hendersonville,General,HCPCS 12011,"Simple wound repair of face, including ears; 2.5 cm or less",$113.00,NC
AdventHealth Hendersonville,General,HCPCS 12001,"Simple wound repair of scalp, neck, external genitalia; 2.5 cm or less",$205.21,NC
AdventHealth Hendersonville,Head,HCPCS 69436,Create eardrum opening,$161.00,NC
AdventHealth Hendersonville,Head,HCPCS 69930,Implantation of cochlear device,"$1,251.00",NC
AdventHealth Hendersonville,Head,HCPCS 67028,Injection of drug into the eye,$102.00,NC
AdventHealth Hendersonville,Head,HCPCS 69631,Repair of eardrum,$893.00,NC
AdventHealth Hendersonville,Intraoral,HCPCS 42826,Tonsil removal (patient 12 and over),$259.00,NC
AdventHealth Hendersonville,Intraoral,HCPCS 42820,Tonsil removal (patient under 12),$298.00,NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 26770,Closed treatment of dislocated finger joint with manipulation,$291.00,NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 62323,Injection of substance into spinal canal of lower back or sacrum using imaging guidance,"$1,763.70",NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 62321,Injection of substance into spinal canal of upper or middle back using imaging guidance,$504.77,NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 64483,Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance,$990.21,NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 27200,Insertion of Breathing Tube Using an Endoscope,$194.00,NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 20610,Joint arthrocentesis,$388.35,NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 29881,Knee arthroscopic cartilage removal,$565.00,NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 29877,Knee arthroscopic chrondoplasty,$650.00,NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 63685,Neurostimulator pulse generator,$813.38,NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 29824,Shoulder arthroscopy,$705.00,NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 29826,Shoulder arthroscopy with bone shaving,$186.00,NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 22612,Spine arthrodesis,"$1,706.00",NC
AdventHealth Hendersonville,Musculoskeletal,HCPCS 29580,"Strapping, Unna boot",$173.93,NC
AdventHealth Hendersonville,Obstetrics,HCPCS 58571,Abdominal removal of uterus with removal of tubes and/or ovaries using an endoscope,$945.00,NC
AdventHealth Hendersonville,Obstetrics,HCPCS 58558,Biopsy and/or removal of polyp of the uterus using an endoscope,"$1,622.19",NC
AdventHealth Hendersonville,Obstetrics,HCPCS 58662,Destruction or removal of ovary or pelvic growths using an endoscope,$754.00,NC
AdventHealth Hendersonville,Obstetrics,HCPCS 58661,Removal of ovaries and/or tubes using an endoscope,$690.00,NC
AdventHealth Hendersonville,Obstetrics,HCPCS 58545,Removal of uterine fibroid tumors using an endoscope,$953.00,NC
AdventHealth Hendersonville,Obstetrics,HCPCS 59400,Routine obstetric care,"$2,296.00",NC
AdventHealth Hendersonville,Obstetrics,HCPCS 59510,"Routine obstetric care for cesarean delivery, including pre-and postdelivery care","$2,539.00",NC
AdventHealth Hendersonville,Obstetrics,HCPCS 59610,Routine obstetric care for vaginal delivery after prior cesarean delivery including pre-and post-delivery care,"$2,410.00",NC
AdventHealth Hendersonville,Obstetrics,HCPCS 58262,"Vaginal removal of uterus, tubes, and/or ovaries",$981.00,NC
AdventHealth Hendersonville,Ocular,HCPCS 66984,Cataract removal,$547.00,NC
AdventHealth Hendersonville,Ocular,HCPCS 66982,Cataract removal with insertion of lens,$751.00,NC
AdventHealth Hendersonville,Ocular,HCPCS 66821,Laser cataract removal,$330.00,NC
AdventHealth Hendersonville,Ocular,HCPCS 67311,Realignment of the eye with repair of eye muscle,$597.00,NC
AdventHealth Hendersonville,Ocular,HCPCS 65426,Removal or relocation of corneal conjunctiva,$659.00,NC
AdventHealth Hendersonville,Ocular,HCPCS 67108,Repair of detached retina,"$1,201.00",NC
AdventHealth Hendersonville,Ocular,HCPCS 65756,Transplant of outer layer of corneal tissue,"$1,186.00",NC
AdventHealth Hendersonville,Soft Tissue,HCPCS 97597,Debridement of open wound,$89.31,NC
AdventHealth Hendersonville,Soft Tissue,HCPCS 97602,Non-selective debridement,$70.51,NC
AdventHealth Hendersonville,Vascular,HCPCS 36592,Collection of blood specimen from central or peripheral venous catheter,$54.05,NC
AdventHealth Hendersonville,Vascular,HCPCS 36416,Collection of capillary blood specimen,$10.22,NC
AdventHealth Hendersonville,Vascular,HCPCS 36556,Insert non-tunneled catheter (age over 5),$214.00,NC
AdventHealth Hendersonville,Vascular,HCPCS 36430,Transfusion of Blood or Blood Products,$480.64,NC
AdventHealth Hendersonville,Vascular,HCPCS 36590,Ultrasound Veins of One Arm or Leg,$232.00,NC
Alamance Regional Medical Center,Emergency Care,HCPCS 99292,"Emergency Critical Care, Each Additional 30 Minutes","$1,157.95",NC
Alamance Regional Medical Center,Emergency Care,HCPCS 99291,"Emergency Critical Care, First 30 Minutes","$2,409.47",NC
Alamance Regional Medical Center,Emergency Care,HCPCS 99281,Emergency Level 1,$107.21,NC
Alamance Regional Medical Center,Emergency Care,HCPCS 99282,Emergency Level 2,$256.11,NC
Alamance Regional Medical Center,Emergency Care,HCPCS 99283,Emergency Level 3,$435.11,NC
Alamance Regional Medical Center,Emergency Care,HCPCS 99284,Emergency Level 4,$720.00,NC
Alamance Regional Medical Center,Emergency Care,HCPCS 99285,Emergency Level 5,"$1,164.29",NC
Alamance Regional Medical Center,Hospital,HCPCS 99234,Hospital observation care discharge,$138.00,NC
Alamance Regional Medical Center,Hospital,HCPCS 99219,Hospital observation care typically 70 minutes per day,$139.00,NC
Alamance Regional Medical Center,Hospital,HCPCS 99235,"Hospital observation or inpatient care moderate severity, 50 minutes per day",$173.00,NC
Alamance Regional Medical Center,Hospital,HCPCS 99218,Hospital Observation per Hour,$103.00,NC
Alamance Regional Medical Center,Hospital,HCPCS 99224,"Subsequent observation care, typically 25 minutes per day",$41.00,NC
Alamance Regional Medical Center,Office Visit,HCPCS 99385,Initial new patient preventive medicine evaluation (18-39 years),$135.00,NC
Alamance Regional Medical Center,Office Visit,HCPCS 99386,Initial new patient preventive medicine evaluation (40-64 years),$156.00,NC
Alamance Regional Medical Center,Office Visit,HCPCS 99204,"New patient office of other outpatient visit, typically 45 min",$172.18,NC
Alamance Regional Medical Center,Office Visit,HCPCS 99205,"New patient office of other outpatient visit, typically 60 min",$180.86,NC
Alamance Regional Medical Center,Office Visit,HCPCS 99203,"New patient office or other outpatient visit, typically 30 min",$161.65,NC
Alamance Regional Medical Center,Office Visit,HCPCS 99243,"Patient office consultation, typically 40 min",$125.00,NC
Alamance Regional Medical Center,Office Visit,HCPCS 99244,"Patient office consultation, typically 60 min",$187.00,NC
Alamance Regional Medical Center,Psychology,HCPCS 90847,"Family psychotherapy, including patient, 50 min",$154.52,NC
Alamance Regional Medical Center,Psychology,HCPCS 90846,"Family psychotherapy, not including patient, 50 min",$154.52,NC
Alamance Regional Medical Center,Psychology,HCPCS 90853,Group psychotherapy,$72.42,NC
Alamance Regional Medical Center,Psychology,HCPCS 90791,Psychiatric diagnostic evaluation,$141.96,NC
Alamance Regional Medical Center,Psychology,HCPCS 90832,"Psychotherapy, 30 minutes with patient",$96.33,NC
Alamance Regional Medical Center,Psychology,HCPCS 90834,"Psychotherapy, 45 minutes with patient",$126.75,NC
Alamance Regional Medical Center,Psychology,HCPCS 90837,"Psychotherapy, 60 min",$120.94,NC
Alamance Regional Medical Center,Speech,HCPCS 92523,Evaluation of Speech Sound Production and Language Comprehenson,$265.71,NC
Alamance Regional Medical Center,Speech,HCPCS 92507,Speech Therapy,$88.34,NC
Alamance Regional Medical Center,Speech,HCPCS 92610,Swallow Evaluation,$201.55,NC
Alamance Regional Medical Center,Speech,HCPCS 92526,Swallow Treatment,$164.54,NC
Alamance Regional Medical Center,Blood,HCPCS 85018,"Blood count, hemoglobin",$14.89,NC
Alamance Regional Medical Center,Blood,HCPCS 85014,"Blood count, hemoglobin and hematocrit",$16.45,NC
Alamance Regional Medical Center,Blood,HCPCS 82950,Blood glucose (sugar) level after receiving dose of glucose,$22.76,NC
Alamance Regional Medical Center,Blood,HCPCS 82951,Blood glucose (sugar) tolerance test,$78.86,NC
Alamance Regional Medical Center,Blood,HCPCS 85610,"Blood test, clotting time",$22.72,NC
Alamance Regional Medical Center,Blood,HCPCS 85730,Coagulation assessment blood test,$36.06,NC
Alamance Regional Medical Center,Blood,HCPCS 85611,Coagulation Function Measurement; D-dimer; quantitative,$23.51,NC
Alamance Regional Medical Center,Blood,HCPCS 85025,"Complete blood cell count, with differential white blood cells, automated",$34.49,NC
Alamance Regional Medical Center,Blood,HCPCS 85027,"Complete blood count, automated",$29.00,NC
Alamance Regional Medical Center,Blood,HCPCS 85008,Microscopic examination for white blood cells,$4.00,NC
Alamance Regional Medical Center,Blood,HCPCS 85007,Microscopic examination for white blood cells with manual cell count,$10.19,NC
Alamance Regional Medical Center,Blood,HCPCS 85303,Protein C antigen (clotting inhibitor) measurement,$71.33,NC
Alamance Regional Medical Center,Blood,HCPCS 85660,Red blood cell sickling measurement,$36.06,NC
Alamance Regional Medical Center,Blood,HCPCS P9016,"Red Blood Cells, Leukocytes Reduced, Each Unit",$480.52,NC
Alamance Regional Medical Center,Blood,HCPCS 85041,"Red blood count, automated test",$4.00,NC
Alamance Regional Medical Center,Chemistry,HCPCS 84588,ADH (antidiuretic hormone) level,$78.05,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82024,Adrenocorticotropic hormone (ACTH) level,$44.72,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82040,Albumin (protein) level,$30.08,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82103,Alpha-1-antitrypsin; total,$41.82,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82105,"Alpha-Fetoprotein (AFP) Level, Serum",$89.61,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82140,Ammonia level,$51.21,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82150,Amylase (enzyme) level,$67.02,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82164,Angiotensin l - converting enzyme (ACE) level,$40.65,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82803,Arterial Blood Gases Measurement,$275.65,NC
Alamance Regional Medical Center,Chemistry,HCPCS 84439,Assay of free thyroxine,$47.15,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82232,Beta-2 microglobulin (protein) level,$52.03,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82248,Bilirubin level (Direct),$18.70,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82247,Bilirubin level (Total),$19.50,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82565,Blood creatinine level,$30.89,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82947,Blood glucose (sugar) level,$39.02,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82948,Blood glucose (sugar) measurement using reagent strip,$16.06,NC
Alamance Regional Medical Center,Chemistry,HCPCS 84295,Blood sodium level,$21.95,NC
Alamance Regional Medical Center,Chemistry,HCPCS 84132,"Blood test panel for electrolytes (sodium potassium, chloride, carbon dioxide)",$23.57,NC
Alamance Regional Medical Center,Chemistry,HCPCS 84443,"Blood test, thyroid stimulating hormone (TSH)",$62.61,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82310,Calcium level,$22.76,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82374,Carbon dioxide (bicarbonate) level,$24.39,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82378,Carcinoembryonic antigen (CEA) protein level,$101.35,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82465,Cholesterol level,$16.25,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82525,Copper level,$52.03,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82533,Cortisol Measurement,$87.12,NC
Alamance Regional Medical Center,Chemistry,HCPCS 84681,C-peptide (protein) level,$55.28,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82550,Creatine kinase Level (cardiac enzyme) - Total,$53.66,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82607,Cyanocobalamin (vitamin B-12) level,$58.53,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82626,Dehydroepiandrosterone (DHEA-S) hormone level,$57.72,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82652,"Dihydroxyvitamin D, 1, 25 level",$106.50,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82728,Ferritin (blood protein) level,$31.71,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82746,Folic acid; serum,$51.21,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82784,Gammaglobulin Measurement,$48.78,NC
Alamance Regional Medical Center,Chemistry,HCPCS 82977,Glutamyltransferase (liver enzyme) level,$32.52,NC
Alamance Regional Medical Center,Chemistry,HCPCS 83036,Glycosylated hemoglobin test,$49.60,NC
Alamance Regional Medical Center,Chemistry,HCPCS 83001,"Gonadotropin, follicle stimulating (reproductive hormone) level",$99.30,NC
Alamance Regional Medical Center,Chemistry,HCPCS 83002,Gonadotropin (reproductive hormone) analysis,$98.94,NC
